file,line,snippet,alias_documented_in_file
07-agile-artifacts\04-retrospective-template\SKILL.md,33,| **Output**  | `../output/Retrospective_Template.md` |,False
07-agile-artifacts\04-retrospective-template\SKILL.md,41,| vision.md | `../project_context/vision.md` | Yes | Project goals and context for grounding retrospective themes |,False
07-agile-artifacts\04-retrospective-template\SKILL.md,47,"| Retrospective_Template.md | `../output/Retrospective_Template.md` | Complete retrospective template with facilitation formats, action tracking, and metrics |",False
07-agile-artifacts\04-retrospective-template\SKILL.md,55,Read `vision.md` from `../project_context/`. Log the absolute path of each file read. Halt if the required file is missing.,False
07-agile-artifacts\04-retrospective-template\SKILL.md,107,Assemble all sections into the final template. Write to `../output/Retrospective_Template.md`. Log completion.,False
07-agile-artifacts\04-retrospective-template\SKILL.md,132,1. `Retrospective_Template.md` exists in `../output/` with all eight sections populated.,False
08-end-user-documentation\README.md,27,"All skills read from `../output/` (SRS_Draft.md, Deployment_Guide.md, user_stories.md) and `../project_context/` (vision.md, features.md, tech_stack.md). All sk",False
08-end-user-documentation\01-user-manual\README.md,9,1. Verify `../project_context/vision.md` and `../project_context/features.md` exist. Optionally check for `../output/SRS_Draft.md` and `../output/user_stories.m,False
08-end-user-documentation\01-user-manual\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill generates getting started content, navigation overview, per-feature guides, role-based workflows, troub",False
08-end-user-documentation\01-user-manual\SKILL.md,23,- After Phase 02 completes and `vision.md` and `features.md` exist in `../project_context/`.,False
08-end-user-documentation\01-user-manual\SKILL.md,25,- Optionally after Phase 05 when `user_stories.md` exists in `../output/` for richer workflow context.,False
08-end-user-documentation\01-user-manual\SKILL.md,26,- Optionally after Phase 02 when `SRS_Draft.md` exists in `../output/` for detailed functional reference.,False
08-end-user-documentation\01-user-manual\SKILL.md,32,"| **Inputs**   | `../project_context/vision.md`, `../project_context/features.md`, `../output/SRS_Draft.md` (optional), `../output/user_stories.md` (optional) |",False
08-end-user-documentation\01-user-manual\SKILL.md,33,| **Output**   | `../output/User_Manual.md` |,False
08-end-user-documentation\01-user-manual\SKILL.md,42,"| vision.md | `../project_context/vision.md` | Yes | Product purpose, target audience, high-level goals |",False
08-end-user-documentation\01-user-manual\SKILL.md,43,| features.md | `../project_context/features.md` | Yes | Feature list with descriptions for per-feature guide generation |,False
08-end-user-documentation\01-user-manual\SKILL.md,44,| SRS_Draft.md | `../output/SRS_Draft.md` | No | Detailed functional requirements for precise procedure steps |,False
08-end-user-documentation\01-user-manual\SKILL.md,45,| user_stories.md | `../output/user_stories.md` | No | User stories and personas for role-based workflow generation |,False
08-end-user-documentation\01-user-manual\SKILL.md,51,"| User_Manual.md | `../output/User_Manual.md` | Complete user manual with getting started, feature guides, role-based workflows, troubleshooting, and glossary |",False
08-end-user-documentation\01-user-manual\SKILL.md,59,Read `vision.md` and `features.md` from `../project_context/`. Optionally read `SRS_Draft.md` and `user_stories.md` from `../output/`. Log the absolute path of ,False
08-end-user-documentation\01-user-manual\SKILL.md,110,Assemble all sections into the final document with a table of contents. Write the completed document to `../output/User_Manual.md`. Log the total count of featu,False
08-end-user-documentation\01-user-manual\SKILL.md,154,1. `User_Manual.md` exists in `../output/` with all nine sections populated.,False
08-end-user-documentation\02-installation-guide\README.md,9,1. Verify `../project_context/tech_stack.md` exists. Optionally check for `../output/Deployment_Guide.md`. Halt if the required file is missing.,False
08-end-user-documentation\02-installation-guide\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill generates system requirements, prerequisites, installation steps, configuration, verification, and trou",False
08-end-user-documentation\02-installation-guide\SKILL.md,23,"- After `tech_stack.md` exists in `../project_context/` with technology choices, runtime versions, and platform requirements.",False
08-end-user-documentation\02-installation-guide\SKILL.md,25,- Optionally after Phase 06 when `Deployment_Guide.md` exists in `../output/` for infrastructure and deployment context.,False
08-end-user-documentation\02-installation-guide\SKILL.md,31,"| **Inputs**   | `../project_context/tech_stack.md`, `../output/Deployment_Guide.md` (optional) |",False
08-end-user-documentation\02-installation-guide\SKILL.md,32,| **Output**   | `../output/Installation_Guide.md` |,False
08-end-user-documentation\02-installation-guide\SKILL.md,41,"| tech_stack.md | `../project_context/tech_stack.md` | Yes | Technology choices, runtime versions, OS compatibility, dependencies |",False
08-end-user-documentation\02-installation-guide\SKILL.md,42,"| Deployment_Guide.md | `../output/Deployment_Guide.md` | No | Infrastructure context, environment configuration, deployment procedures |",False
08-end-user-documentation\02-installation-guide\SKILL.md,48,"| Installation_Guide.md | `../output/Installation_Guide.md` | Complete installation guide with system requirements, prerequisites, steps, configuration, verific",False
08-end-user-documentation\02-installation-guide\SKILL.md,56,Read `tech_stack.md` from `../project_context/`. Optionally read `Deployment_Guide.md` from `../output/`. Log the absolute path of each file read. Halt if any r,False
08-end-user-documentation\02-installation-guide\SKILL.md,114,- Write the completed document to `../output/Installation_Guide.md`. Log the total count of installation steps.,False
08-end-user-documentation\02-installation-guide\SKILL.md,140,1. `Installation_Guide.md` exists in `../output/` with all nine sections populated.,False
08-end-user-documentation\03-faq\README.md,9,1. Verify `../project_context/vision.md` and `../project_context/features.md` exist. Optionally check for `../output/User_Manual.md`. Halt if any required file ,False
08-end-user-documentation\03-faq\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill generates categorized question-answer pairs covering general, installation, feature-specific, account, ",False
08-end-user-documentation\03-faq\SKILL.md,23,- After `vision.md` and `features.md` exist in `../project_context/` to derive questions from product scope and feature set.,False
08-end-user-documentation\03-faq\SKILL.md,24,- Optionally after `User_Manual.md` exists in `../output/` for cross-referencing detailed procedures.,False
08-end-user-documentation\03-faq\SKILL.md,31,"| **Inputs**   | `../project_context/vision.md`, `../project_context/features.md`, `../output/User_Manual.md` (optional) |",False
08-end-user-documentation\03-faq\SKILL.md,32,| **Output**   | `../output/FAQ.md` |,False
08-end-user-documentation\03-faq\SKILL.md,41,"| vision.md | `../project_context/vision.md` | Yes | Product purpose, target audience, positioning for general questions |",False
08-end-user-documentation\03-faq\SKILL.md,42,| features.md | `../project_context/features.md` | Yes | Feature list for feature-specific question generation |,False
08-end-user-documentation\03-faq\SKILL.md,43,| User_Manual.md | `../output/User_Manual.md` | No | Detailed procedures for cross-reference links in answers |,False
08-end-user-documentation\03-faq\SKILL.md,49,| FAQ.md | `../output/FAQ.md` | Structured FAQ organized by category with question-answer pairs and cross-references |,False
08-end-user-documentation\03-faq\SKILL.md,57,Read `vision.md` and `features.md` from `../project_context/`. Optionally read `User_Manual.md` from `../output/`. Log the absolute path of each file read. Halt,False
08-end-user-documentation\03-faq\SKILL.md,112,Assemble all categories into the final document with a table of contents and search-friendly anchor links. Every answer SHALL be concise (three to five sentence,False
08-end-user-documentation\03-faq\SKILL.md,138,1. `FAQ.md` exists in `../output/` with all applicable categories populated.,False
08-end-user-documentation\04-release-notes\README.md,9,1. Verify `../project_context/vision.md` exists. Optionally check for `../output/SRS_Draft.md`. Halt if the required file is missing.,False
08-end-user-documentation\04-release-notes\README.md,10,"2. Invoke `logic.prompt` or trigger the skill. The skill generates a release notes template with all standard sections, authoring guidance, and a pre-publish ch",False
08-end-user-documentation\04-release-notes\SKILL.md,23,- After `vision.md` exists in `../project_context/` to establish the product identity and versioning context.,False
08-end-user-documentation\04-release-notes\SKILL.md,25,- Optionally after `SRS_Draft.md` exists in `../output/` for tracing features to requirements.,False
08-end-user-documentation\04-release-notes\SKILL.md,31,"| **Inputs**   | `../project_context/vision.md`, `../output/SRS_Draft.md` (optional) |",False
08-end-user-documentation\04-release-notes\SKILL.md,32,| **Output**   | `../output/Release_Notes_Template.md` |,False
08-end-user-documentation\04-release-notes\SKILL.md,41,"| vision.md | `../project_context/vision.md` | Yes | Product name, versioning scheme, release cadence context |",False
08-end-user-documentation\04-release-notes\SKILL.md,42,| SRS_Draft.md | `../output/SRS_Draft.md` | No | Functional requirements for tracing features to specifications |,False
08-end-user-documentation\04-release-notes\SKILL.md,48,| Release_Notes_Template.md | `../output/Release_Notes_Template.md` | Reusable release notes template with all standard sections and placeholder guidance |,False
08-end-user-documentation\04-release-notes\SKILL.md,56,Read `vision.md` from `../project_context/`. Optionally read `SRS_Draft.md` from `../output/`. Log the absolute path of each file read. Halt if the required fil,False
08-end-user-documentation\04-release-notes\SKILL.md,104,Assemble all sections into the final template with authoring instructions embedded as comments. Include a checklist at the end for release managers to verify co,False
08-end-user-documentation\04-release-notes\SKILL.md,131,1. `Release_Notes_Template.md` exists in `../output/` with all ten sections.,False
09-governance-compliance\01-traceability-matrix\README.md,9,1. Populate `../project_context/` with `vision.md` containing business goals and stakeholder needs,False
09-governance-compliance\01-traceability-matrix\README.md,10,2. Ensure `../output/SRS_Draft.md` exists with uniquely identified requirements,False
09-governance-compliance\01-traceability-matrix\README.md,11,"3. Optionally provide `../output/HLD.md`, `../output/LLD.md`, and `../output/user_stories.md` for richer traceability",False
09-governance-compliance\01-traceability-matrix\README.md,13,5. Review `../output/Traceability_Matrix.md` for completeness and accuracy,False
09-governance-compliance\01-traceability-matrix\SKILL.md,43,| `../output/SRS_Draft.md` | Source of all functional and non-functional requirements | Yes |,False
09-governance-compliance\01-traceability-matrix\SKILL.md,44,| `../project_context/vision.md` | Business goals and stakeholder needs for backward traceability | Yes |,False
09-governance-compliance\01-traceability-matrix\SKILL.md,45,| `../output/HLD.md` | High-level design elements for design-to-requirement mapping | No |,False
09-governance-compliance\01-traceability-matrix\SKILL.md,46,| `../output/LLD.md` | Low-level design elements for detailed traceability | No |,False
09-governance-compliance\01-traceability-matrix\SKILL.md,47,| `../output/user_stories.md` | User stories for requirement-to-story mapping | No |,False
09-governance-compliance\01-traceability-matrix\SKILL.md,53,| `../output/Traceability_Matrix.md` | Complete bidirectional traceability matrix with gap analysis |,False
09-governance-compliance\01-traceability-matrix\SKILL.md,57,"1. The skill SHALL read `../output/SRS_Draft.md` and extract every requirement with its unique identifier (e.g., FR-001, NFR-001). If the file is missing, halt ",False
09-governance-compliance\01-traceability-matrix\SKILL.md,59,"2. The skill SHALL read `../project_context/vision.md` and extract every business goal and stakeholder need, assigning identifiers if none exist (e.g., BG-001, ",False
09-governance-compliance\02-audit-report\README.md,9,1. Ensure `../output/Traceability_Matrix.md` exists (run 01-traceability-matrix first),False
09-governance-compliance\02-audit-report\README.md,10,2. Ensure `../output/SRS_Draft.md` exists with finalized requirements,False
09-governance-compliance\02-audit-report\README.md,11,3. Optionally provide `../project_context/quality_standards.md` for quality benchmarks,False
09-governance-compliance\02-audit-report\README.md,13,5. Review `../output/Audit_Report.md` for findings and recommendation,False
09-governance-compliance\02-audit-report\SKILL.md,43,| `../output/Traceability_Matrix.md` | Traceability data and coverage metrics for audit assessment | Yes |,False
09-governance-compliance\02-audit-report\SKILL.md,44,| `../output/SRS_Draft.md` | Primary document under audit for correctness and completeness | Yes |,False
09-governance-compliance\02-audit-report\SKILL.md,45,| `../project_context/quality_standards.md` | Quality benchmarks and acceptance criteria for compliance assessment | No |,False
09-governance-compliance\02-audit-report\SKILL.md,46,| `../output/HLD.md` | Design documentation for consistency cross-check | No |,False
09-governance-compliance\02-audit-report\SKILL.md,47,| `../output/LLD.md` | Detailed design documentation for consistency cross-check | No |,False
09-governance-compliance\02-audit-report\SKILL.md,53,| `../output/Audit_Report.md` | Complete V&V audit report with findings and recommendations |,False
09-governance-compliance\02-audit-report\SKILL.md,57,"1. The skill SHALL read `../output/Traceability_Matrix.md` and `../output/SRS_Draft.md`. If either file is missing, halt execution and report the error.",False
09-governance-compliance\03-compliance-documentation\README.md,9,"1. Populate `../project_context/vision.md` with project domain, data subjects, and geographic scope",False
09-governance-compliance\03-compliance-documentation\README.md,10,2. Optionally provide `../project_context/quality_standards.md` with security requirements,False
09-governance-compliance\03-compliance-documentation\README.md,11,3. Optionally ensure `../output/SRS_Draft.md` and `../output/HLD.md` exist for richer controls mapping,False
09-governance-compliance\03-compliance-documentation\README.md,13,5. Review `../output/Compliance_Docs.md` for applicability determinations and gap analysis,False
09-governance-compliance\03-compliance-documentation\SKILL.md,43,"| `../project_context/vision.md` | Project scope, domain, and data subjects to determine regulatory applicability | Yes |",False
09-governance-compliance\03-compliance-documentation\SKILL.md,44,| `../project_context/quality_standards.md` | Security and compliance requirements specified by stakeholders | No |,False
09-governance-compliance\03-compliance-documentation\SKILL.md,45,"| `../output/SRS_Draft.md` | Requirements referencing data handling, authentication, and access control | No |",False
09-governance-compliance\03-compliance-documentation\SKILL.md,46,"| `../output/HLD.md` | Architecture decisions affecting data flow, storage, and transmission | No |",False
09-governance-compliance\03-compliance-documentation\SKILL.md,52,| `../output/Compliance_Docs.md` | Complete compliance documentation with applicability assessment and gap analysis |,False
09-governance-compliance\03-compliance-documentation\SKILL.md,56,"1. The skill SHALL read `../project_context/vision.md` to determine the project domain, target users, data subjects, and geographic scope. If the file is missin",False
09-governance-compliance\04-risk-assessment\README.md,9,"1. Populate `../project_context/vision.md` with project objectives, constraints, and stakeholder context",False
09-governance-compliance\04-risk-assessment\README.md,10,2. Optionally provide `../project_context/quality_standards.md` for risk tolerance thresholds,False
09-governance-compliance\04-risk-assessment\README.md,13,5. Review `../output/Risk_Assessment.md` for completeness of risk identification and scoring accuracy,False
09-governance-compliance\04-risk-assessment\SKILL.md,43,"| `../project_context/vision.md` | Project scope, objectives, and constraints for risk context establishment | Yes |",False
09-governance-compliance\04-risk-assessment\SKILL.md,44,| `../project_context/quality_standards.md` | Quality thresholds and acceptance criteria for risk tolerance definition | No |,False
09-governance-compliance\04-risk-assessment\SKILL.md,45,| `../output/SRS_Draft.md` | Requirements for technical risk identification and dependency analysis | No |,False
09-governance-compliance\04-risk-assessment\SKILL.md,46,| `../output/HLD.md` | Architecture decisions for technical and operational risk identification | No |,False
09-governance-compliance\04-risk-assessment\SKILL.md,47,| `../output/Audit_Report.md` | Audit findings that may indicate risk areas requiring formal assessment | No |,False
09-governance-compliance\04-risk-assessment\SKILL.md,48,| `../output/Compliance_Docs.md` | Compliance gaps that translate directly into compliance risks | No |,False
09-governance-compliance\04-risk-assessment\SKILL.md,54,"| `../output/Risk_Assessment.md` | Complete risk assessment with register, scoring matrix, and mitigation plans |",False
09-governance-compliance\04-risk-assessment\SKILL.md,58,"1. The skill SHALL read `../project_context/vision.md` to establish the risk context including project objectives, stakeholders, constraints, and risk appetite.",False
